Price hub,Trade date,Delivery start date,"Delivery 
end date",High price $/MWh,Low price $/MWh,Wtd avg price $/MWh,Change,Daily volume MWh,Number of trades,Number of counterparties
SP15 EZ Gen DA LMP Peak,5/8/2023 0:00,5/9/2023 0:00,5/9/2023 0:00,15.5,15,15.05,0.14,8000,12,12
Palo Verde Peak,5/8/2023 0:00,5/9/2023 0:00,5/9/2023 0:00,28,27,27.5,-0.8,7200,18,11
PJM WH Real Time Peak,5/8/2023 0:00,5/9/2023 0:00,5/9/2023 0:00,37.5,35,36.47,-1.97,28000,35,32
Mid C Peak,5/8/2023 0:00,5/9/2023 0:00,5/9/2023 0:00,18,0,11.66,-2.63,15200,38,15
Nepool MH DA LMP Peak,5/9/2023 0:00,5/10/2023 0:00,5/10/2023 0:00,25.3,24,24.91,-1.77,4000,5,6
PJM WH Real Time Peak,5/9/2023 0:00,5/10/2023 0:00,5/10/2023 0:00,37.45,34,34.84,-1.63,20000,25,15
SP15 EZ Gen DA LMP Peak,5/9/2023 0:00,5/10/2023 0:00,5/11/2023 0:00,11,9,10.09,-4.96,38400,38,19
NP15 EZ Gen DA LMP Peak,5/9/2023 0:00,5/10/2023 0:00,5/11/2023 0:00,16.5,16.5,16.5,0.91,1600,2,4
Palo Verde Peak,5/9/2023 0:00,5/10/2023 0:00,5/11/2023 0:00,20,15,16.71,-10.79,5600,7,8
Mid C Peak,5/9/2023 0:00,5/10/2023 0:00,5/11/2023 0:00,20,15,17.94,6.28,30400,38,15
Nepool MH DA LMP Peak,5/10/2023 0:00,5/11/2023 0:00,5/11/2023 0:00,28.25,28.2,28.23,3.32,1600,2,3
PJM WH Real Time Peak,5/10/2023 0:00,5/11/2023 0:00,5/11/2023 0:00,44,40,41.33,6.49,12000,15,15
SP15 EZ Gen DA LMP Peak,5/11/2023 0:00,5/12/2023 0:00,5/13/2023 0:00,13.5,13.5,13.5,3.41,1600,2,3
Palo Verde Peak,5/11/2023 0:00,5/12/2023 0:00,5/13/2023 0:00,27.5,20,25.03,8.32,13600,17,9
Nepool MH DA LMP Peak,5/11/2023 0:00,5/12/2023 0:00,5/12/2023 0:00,29,29,29,0.77,800,1,2
PJM WH Real Time Peak,5/11/2023 0:00,5/12/2023 0:00,5/12/2023 0:00,49.25,46,47.85,6.52,24000,28,19
Mid C Peak,5/11/2023 0:00,5/12/2023 0:00,5/13/2023 0:00,18,7.25,16.48,-1.46,42400,51,16
PJM WH Real Time Peak,5/12/2023 0:00,5/15/2023 0:00,5/15/2023 0:00,35,34.75,34.78,-13.07,7200,9,12
Palo Verde Peak,5/12/2023 0:00,5/15/2023 0:00,5/15/2023 0:00,39,36,38.25,13.22,3200,8,7
Indiana Hub RT Peak,5/12/2023 0:00,5/15/2023 0:00,5/15/2023 0:00,42,42,42,14.5,800,1,2
Mid C Peak,5/12/2023 0:00,5/15/2023 0:00,5/15/2023 0:00,46,34,38.4,21.92,20400,51,16
SP15 EZ Gen DA LMP Peak,5/12/2023 0:00,5/15/2023 0:00,5/15/2023 0:00,33.75,30,32.33,18.83,9200,20,11
Nepool MH DA LMP Peak,5/12/2023 0:00,5/15/2023 0:00,5/15/2023 0:00,27.5,27,27.07,-1.93,5600,7,5
Nepool MH DA LMP Peak,5/15/2023 0:00,5/16/2023 0:00,5/16/2023 0:00,26.75,26,26.42,-0.65,7200,9,10
Mid C Peak,5/15/2023 0:00,5/16/2023 0:00,5/16/2023 0:00,32,24.75,28.86,-9.54,17200,43,16
SP15 EZ Gen DA LMP Peak,5/15/2023 0:00,5/16/2023 0:00,5/16/2023 0:00,40.25,38,39.77,7.44,28400,58,17
PJM WH Real Time Peak,5/15/2023 0:00,5/16/2023 0:00,5/16/2023 0:00,39.5,36.25,38.49,3.71,6400,8,11
Palo Verde Peak,5/15/2023 0:00,5/16/2023 0:00,5/16/2023 0:00,57,46,54.25,16,7200,18,9
Mid C Peak,5/16/2023 0:00,5/17/2023 0:00,5/17/2023 0:00,30,24,26.17,-2.69,25200,62,19
SP15 EZ Gen DA LMP Peak,5/16/2023 0:00,5/17/2023 0:00,5/17/2023 0:00,33.5,31.5,32.3,-7.47,18400,43,15
PJM WH Real Time Peak,5/16/2023 0:00,5/17/2023 0:00,5/17/2023 0:00,32.5,32,32.17,-6.32,8000,10,10
Nepool MH DA LMP Peak,5/16/2023 0:00,5/17/2023 0:00,5/17/2023 0:00,27,26.5,26.93,0.51,8800,11,13
Palo Verde Peak,5/16/2023 0:00,5/17/2023 0:00,5/17/2023 0:00,40,36,38.1,-16.15,2000,5,6
Mid C Peak,5/17/2023 0:00,5/18/2023 0:00,5/18/2023 0:00,23,21,21.91,-4.26,12800,31,15
Palo Verde Peak,5/17/2023 0:00,5/18/2023 0:00,5/18/2023 0:00,30,28,28.95,-9.15,4400,11,8
Nepool MH DA LMP Peak,5/17/2023 0:00,5/18/2023 0:00,5/18/2023 0:00,26.5,26.5,26.5,-0.43,3200,4,5
PJM WH Real Time Peak,5/17/2023 0:00,5/18/2023 0:00,5/18/2023 0:00,29.25,29.25,29.25,-2.92,3200,4,8
SP15 EZ Gen DA LMP Peak,5/17/2023 0:00,5/18/2023 0:00,5/18/2023 0:00,25.25,24.5,24.92,-7.38,12000,28,13
Palo Verde Peak,5/18/2023 0:00,5/19/2023 0:00,5/20/2023 0:00,24,20,22.78,-6.17,7200,9,8
PJM WH Real Time Peak,5/18/2023 0:00,5/19/2023 0:00,5/19/2023 0:00,31.5,30,30.62,1.37,15200,19,18
Mid C Peak,5/18/2023 0:00,5/19/2023 0:00,5/20/2023 0:00,12,5,7.58,-14.33,25600,32,13
SP15 EZ Gen DA LMP Peak,5/18/2023 0:00,5/19/2023 0:00,5/20/2023 0:00,15,14,14.57,-10.35,14400,14,8
Palo Verde Peak,5/19/2023 0:00,5/22/2023 0:00,5/22/2023 0:00,28,25,26.6,3.82,4000,10,8
PJM WH Real Time Peak,5/19/2023 0:00,5/22/2023 0:00,5/22/2023 0:00,36.5,36,36.14,5.52,6400,8,8
Mid C Peak,5/19/2023 0:00,5/22/2023 0:00,5/22/2023 0:00,3,0,1.88,-5.7,9600,21,11
SP15 EZ Gen DA LMP Peak,5/19/2023 0:00,5/22/2023 0:00,5/22/2023 0:00,20.05,19.5,19.99,5.42,19200,39,15
PJM WH Real Time Peak,5/22/2023 0:00,5/23/2023 0:00,5/23/2023 0:00,37.25,35.05,35.79,-0.35,24000,29,22
Nepool MH DA LMP Peak,5/22/2023 0:00,5/23/2023 0:00,5/23/2023 0:00,33,31.75,32.53,6.03,7200,9,10
Mid C Peak,5/22/2023 0:00,5/23/2023 0:00,5/23/2023 0:00,13.5,10.5,12.64,10.76,15200,38,14
Palo Verde Peak,5/22/2023 0:00,5/23/2023 0:00,5/23/2023 0:00,33.25,32,32.64,6.04,7200,18,10
SP15 EZ Gen DA LMP Peak,5/22/2023 0:00,5/23/2023 0:00,5/23/2023 0:00,17,16.5,16.9,-3.09,4000,7,8
Indiana Hub RT Peak,5/23/2023 0:00,5/24/2023 0:00,5/24/2023 0:00,41,41,41,-1,800,1,2
Nepool MH DA LMP Peak,5/23/2023 0:00,5/24/2023 0:00,5/24/2023 0:00,27.5,27.25,27.4,-5.13,4000,5,5
Palo Verde Peak,5/23/2023 0:00,5/24/2023 0:00,5/24/2023 0:00,34.5,33,33.33,0.69,7600,19,9
SP15 EZ Gen DA LMP Peak,5/23/2023 0:00,5/24/2023 0:00,5/24/2023 0:00,21,20,20.56,3.66,8800,19,12
PJM WH Real Time Peak,5/23/2023 0:00,5/24/2023 0:00,5/24/2023 0:00,32.65,32,32.35,-3.44,9600,12,10
Mid C Peak,5/23/2023 0:00,5/24/2023 0:00,5/24/2023 0:00,22.5,16,19.07,6.43,16000,36,15
SP15 EZ Gen DA LMP Peak,5/24/2023 0:00,5/25/2023 0:00,5/26/2023 0:00,19,18,18.78,-1.78,18400,23,9
Mid C Peak,5/24/2023 0:00,5/25/2023 0:00,5/26/2023 0:00,27,21.5,23.54,4.47,31200,39,15
NP15 EZ Gen DA LMP Peak,5/24/2023 0:00,5/25/2023 0:00,5/26/2023 0:00,20,20,20,3.5,800,1,2
Nepool MH DA LMP Peak,5/24/2023 0:00,5/25/2023 0:00,5/25/2023 0:00,25.25,25,25.06,-2.34,6400,8,6
PJM WH Real Time Peak,5/24/2023 0:00,5/25/2023 0:00,5/25/2023 0:00,27.45,26.9,27.03,-5.32,18400,19,12
Palo Verde Peak,5/24/2023 0:00,5/25/2023 0:00,5/26/2023 0:00,23,23,23,-10.33,5600,7,6
SP15 EZ Gen DA LMP Peak,5/25/2023 0:00,5/27/2023 0:00,5/27/2023 0:00,13,8,9.43,-9.35,4400,10,8
PJM WH Real Time Peak,5/25/2023 0:00,5/26/2023 0:00,5/26/2023 0:00,25.45,24,24.82,-2.21,22400,28,19
Palo Verde Peak,5/25/2023 0:00,5/27/2023 0:00,5/27/2023 0:00,15,12,13.3,-9.7,4000,10,9
Mid C Peak,5/25/2023 0:00,5/27/2023 0:00,5/27/2023 0:00,5,2.25,3.33,-20.21,18000,43,14
Palo Verde Peak,5/26/2023 0:00,5/30/2023 0:00,5/30/2023 0:00,24,20,22.27,8.97,4400,11,8
PJM WH Real Time Peak,5/26/2023 0:00,5/30/2023 0:00,5/30/2023 0:00,34.15,31.5,32.83,8.01,16800,20,18
Mid C Peak,5/26/2023 0:00,5/30/2023 0:00,5/30/2023 0:00,17.5,12,14.51,11.18,12400,31,10
SP15 EZ Gen DA LMP Peak,5/30/2023 0:00,5/31/2023 0:00,5/31/2023 0:00,20,16.5,17.18,7.75,5600,14,12
PJM WH Real Time Peak,5/30/2023 0:00,5/31/2023 0:00,5/31/2023 0:00,40,37.25,38.96,6.13,16000,20,18
Palo Verde Peak,5/30/2023 0:00,5/31/2023 0:00,5/31/2023 0:00,21,18.5,19.1,-3.17,2000,5,5
Mid C Peak,5/30/2023 0:00,5/31/2023 0:00,5/31/2023 0:00,22,19.5,20.14,5.63,11200,28,12
Nepool MH DA LMP Peak,5/30/2023 0:00,5/31/2023 0:00,5/31/2023 0:00,32.5,32,32.19,7.13,3200,4,7
PJM WH Real Time Peak,5/31/2023 0:00,6/1/2023 0:00,6/1/2023 0:00,47,44.95,45.79,6.83,24000,30,26
Palo Verde Peak,5/31/2023 0:00,6/1/2023 0:00,6/1/2023 0:00,30,27.5,28.71,9.61,7600,19,16
Nepool MH DA LMP Peak,5/31/2023 0:00,6/1/2023 0:00,6/1/2023 0:00,61.5,56.75,58.78,26.59,26400,23,15
SP15 EZ Gen DA LMP Peak,5/31/2023 0:00,6/1/2023 0:00,6/1/2023 0:00,24,22.75,23.09,5.91,12800,26,15
Mid C Peak,5/31/2023 0:00,6/1/2023 0:00,6/1/2023 0:00,56,35,53.54,33.4,30800,76,19
Nepool MH DA LMP Peak,6/1/2023 0:00,6/2/2023 0:00,6/2/2023 0:00,39.5,37.5,38.33,-20.45,28800,31,18
PJM WH Real Time Peak,6/1/2023 0:00,6/2/2023 0:00,6/2/2023 0:00,55,52.85,53.82,8.03,49600,62,39
SP15 EZ Gen DA LMP Peak,6/1/2023 0:00,6/2/2023 0:00,6/3/2023 0:00,19,16.5,17.34,-5.75,19200,22,16
Mid C Peak,6/1/2023 0:00,6/2/2023 0:00,6/3/2023 0:00,40,27,31.58,-21.96,51200,62,22
Palo Verde Peak,6/1/2023 0:00,6/2/2023 0:00,6/3/2023 0:00,30,25,25.83,-2.88,4800,6,7
NP15 EZ Gen DA LMP Peak,6/1/2023 0:00,6/2/2023 0:00,6/3/2023 0:00,18.5,17,17.92,-2.08,2400,3,4
Indiana Hub RT Peak,6/1/2023 0:00,6/2/2023 0:00,6/2/2023 0:00,69,69,69,28,800,1,2
SP15 EZ Gen DA LMP Peak,6/2/2023 0:00,6/5/2023 0:00,6/5/2023 0:00,28.5,25,26.55,9.21,22800,40,17
PJM WH Real Time Peak,6/2/2023 0:00,6/5/2023 0:00,6/5/2023 0:00,32.5,30,31.97,-21.85,12800,16,15
Mid C Peak,6/2/2023 0:00,6/5/2023 0:00,6/5/2023 0:00,75,54,64.23,32.65,24000,60,22
NP15 EZ Gen DA LMP Peak,6/2/2023 0:00,6/5/2023 0:00,6/5/2023 0:00,30.5,30.5,30.5,12.58,800,2,2
Palo Verde Peak,6/2/2023 0:00,6/5/2023 0:00,6/5/2023 0:00,45.5,40,43.5,17.67,5600,13,9
Nepool MH DA LMP Peak,6/5/2023 0:00,6/6/2023 0:00,6/6/2023 0:00,27.25,26.5,26.92,-11.41,4800,6,10
PJM WH Real Time Peak,6/5/2023 0:00,6/6/2023 0:00,6/6/2023 0:00,33.75,31.5,32.37,0.4,41600,42,26
Mid C Peak,6/5/2023 0:00,6/6/2023 0:00,6/6/2023 0:00,90,80,83.48,19.25,28000,70,19
SP15 EZ Gen DA LMP Peak,6/5/2023 0:00,6/6/2023 0:00,6/6/2023 0:00,38,32,36.07,9.52,14000,34,17
Palo Verde Peak,6/5/2023 0:00,6/6/2023 0:00,6/6/2023 0:00,53.5,47,50.33,6.83,3600,9,9
NP15 EZ Gen DA LMP Peak,6/5/2023 0:00,6/6/2023 0:00,6/6/2023 0:00,40.5,40.5,40.5,10,800,2,2
Indiana Hub RT Peak,6/6/2023 0:00,6/7/2023 0:00,6/7/2023 0:00,36,36,36,-33,800,1,2
Palo Verde Peak,6/6/2023 0:00,6/7/2023 0:00,6/7/2023 0:00,45,40,42.45,-7.88,8000,20,15
Nepool MH DA LMP Peak,6/6/2023 0:00,6/7/2023 0:00,6/7/2023 0:00,27,26.5,26.73,-0.19,8800,11,10
PJM WH Real Time Peak,6/6/2023 0:00,6/7/2023 0:00,6/7/2023 0:00,30,28.25,29.52,-2.85,13600,17,16
Mid C Peak,6/6/2023 0:00,6/7/2023 0:00,6/7/2023 0:00,81,76,79.63,-3.85,30800,76,19
SP15 EZ Gen DA LMP Peak,6/6/2023 0:00,6/7/2023 0:00,6/7/2023 0:00,36,35,35.36,-0.71,21200,50,18
SP15 EZ Gen DA LMP Peak,6/7/2023 0:00,6/8/2023 0:00,6/8/2023 0:00,35,34,34.54,-0.82,4800,7,9
PJM WH Real Time Peak,6/7/2023 0:00,6/8/2023 0:00,6/8/2023 0:00,28.25,26.75,27.36,-2.16,18400,23,20
Palo Verde Peak,6/7/2023 0:00,6/8/2023 0:00,6/8/2023 0:00,41,40,40.45,-2,4400,11,10
Nepool MH DA LMP Peak,6/7/2023 0:00,6/8/2023 0:00,6/8/2023 0:00,25,25,25,-1.73,2400,3,5
Mid C Peak,6/7/2023 0:00,6/8/2023 0:00,6/8/2023 0:00,65,56,62.14,-17.49,24400,59,16
Palo Verde Peak,6/8/2023 0:00,6/9/2023 0:00,6/10/2023 0:00,33,28,30.1,-10.35,8000,10,9
Mid C Peak,6/8/2023 0:00,6/9/2023 0:00,6/10/2023 0:00,67.5,55,60.76,-1.38,60800,76,20
Nepool MH DA LMP Peak,6/8/2023 0:00,6/9/2023 0:00,6/9/2023 0:00,24.5,24.25,24.33,-0.67,2400,3,3
NP15 EZ Gen DA LMP Peak,6/8/2023 0:00,6/9/2023 0:00,6/10/2023 0:00,32.25,32,32.13,-8.37,1600,2,2
SP15 EZ Gen DA LMP Peak,6/8/2023 0:00,6/9/2023 0:00,6/10/2023 0:00,30.5,29.25,29.63,-4.91,28000,33,18
PJM WH Real Time Peak,6/8/2023 0:00,6/9/2023 0:00,6/9/2023 0:00,27,26.5,26.6,-0.76,8000,10,14
SP15 EZ Gen DA LMP Peak,6/9/2023 0:00,6/12/2023 0:00,6/12/2023 0:00,33,31,32.13,2.5,6400,15,9
Mid C Peak,6/9/2023 0:00,6/12/2023 0:00,6/12/2023 0:00,74,65,69.88,9.12,33200,83,21
Nepool MH DA LMP Peak,6/9/2023 0:00,6/12/2023 0:00,6/12/2023 0:00,29,29,29,4.67,800,1,2
PJM WH Real Time Peak,6/9/2023 0:00,6/12/2023 0:00,6/12/2023 0:00,29.5,28.5,29.26,2.66,11200,14,12
Palo Verde Peak,6/9/2023 0:00,6/12/2023 0:00,6/12/2023 0:00,38,24.5,34.47,4.37,6400,16,12
Palo Verde Peak,6/12/2023 0:00,6/13/2023 0:00,6/13/2023 0:00,30,23,23.73,-10.74,4400,10,8
Nepool MH DA LMP Peak,6/12/2023 0:00,6/13/2023 0:00,6/13/2023 0:00,30,30,30,1,5600,7,6
Mid C Peak,6/12/2023 0:00,6/13/2023 0:00,6/13/2023 0:00,38,31,34.67,-35.21,23200,58,18
PJM WH Real Time Peak,6/12/2023 0:00,6/13/2023 0:00,6/13/2023 0:00,24.75,23,23.8,-5.46,21600,25,22
SP15 EZ Gen DA LMP Peak,6/12/2023 0:00,6/13/2023 0:00,6/13/2023 0:00,30,27,28.53,-3.6,15200,34,15
Nepool MH DA LMP Peak,6/13/2023 0:00,6/14/2023 0:00,6/14/2023 0:00,27,26.75,26.85,-3.15,4000,4,5
Palo Verde Peak,6/13/2023 0:00,6/14/2023 0:00,6/14/2023 0:00,25,20,22.58,-1.15,4800,12,10
Mid C Peak,6/13/2023 0:00,6/14/2023 0:00,6/14/2023 0:00,26,23,24.39,-10.28,17200,43,13
PJM WH Real Time Peak,6/13/2023 0:00,6/14/2023 0:00,6/14/2023 0:00,27.9,26.5,27.46,3.66,12800,16,17
SP15 EZ Gen DA LMP Peak,6/13/2023 0:00,6/14/2023 0:00,6/14/2023 0:00,23,20.5,21.62,-6.91,15200,27,17
SP15 EZ Gen DA LMP Peak,6/14/2023 0:00,6/15/2023 0:00,6/16/2023 0:00,29.5,28,28.74,7.12,16800,20,11
Mid C Peak,6/14/2023 0:00,6/15/2023 0:00,6/16/2023 0:00,49,38,42.85,18.46,32800,41,17
Palo Verde Peak,6/14/2023 0:00,6/15/2023 0:00,6/16/2023 0:00,40,30,32.85,10.27,10400,13,10
Nepool MH DA LMP Peak,6/14/2023 0:00,6/15/2023 0:00,6/15/2023 0:00,28.25,28,28.17,1.32,4800,6,6
PJM WH Real Time Peak,6/14/2023 0:00,6/15/2023 0:00,6/15/2023 0:00,32.45,30.5,31.23,3.77,22400,28,22
PJM WH Real Time Peak,6/15/2023 0:00,6/16/2023 0:00,6/16/2023 0:00,27.3,27.25,27.26,-3.97,3200,4,6
Nepool MH DA LMP Peak,6/15/2023 0:00,6/16/2023 0:00,6/16/2023 0:00,27.75,27,27.33,-0.84,2400,3,5
Mid C Peak,6/15/2023 0:00,6/17/2023 0:00,6/17/2023 0:00,24,20,22.32,-20.53,7600,19,13
SP15 EZ Gen DA LMP Peak,6/15/2023 0:00,6/17/2023 0:00,6/17/2023 0:00,18,16.5,17.22,-11.52,10800,25,10
Palo Verde Peak,6/15/2023 0:00,6/17/2023 0:00,6/17/2023 0:00,27,25,25.76,-7.09,10000,22,14
Nepool MH DA LMP Peak,6/16/2023 0:00,6/19/2023 0:00,6/19/2023 0:00,26.5,26.25,26.31,-1.02,3200,4,3
SP15 EZ Gen DA LMP Peak,6/16/2023 0:00,6/19/2023 0:00,6/20/2023 0:00,23,19.5,20,2.78,42400,33,14
Mid C Peak,6/16/2023 0:00,6/19/2023 0:00,6/20/2023 0:00,40,34,36.59,14.27,35200,38,18
PJM WH Real Time Peak,6/16/2023 0:00,6/19/2023 0:00,6/19/2023 0:00,34.9,32.75,33.98,6.72,11200,14,15
Palo Verde Peak,6/16/2023 0:00,6/19/2023 0:00,6/20/2023 0:00,29,27.5,28.06,2.3,12800,16,11
PJM WH Real Time Peak,6/19/2023 0:00,6/20/2023 0:00,6/20/2023 0:00,33.1,33,33.03,-0.95,2400,3,5
Palo Verde Peak,6/20/2023 0:00,6/21/2023 0:00,6/21/2023 0:00,36,35,35.5,7.44,5200,13,12
SP15 EZ Gen DA LMP Peak,6/20/2023 0:00,6/21/2023 0:00,6/21/2023 0:00,24.25,22.5,22.87,2.87,5200,13,10
Mid C Peak,6/20/2023 0:00,6/21/2023 0:00,6/21/2023 0:00,51,42,47.5,10.91,22400,56,17
PJM WH Real Time Peak,6/20/2023 0:00,6/21/2023 0:00,6/21/2023 0:00,29.2,28.75,28.93,-4.1,19200,24,18
Nepool MH DA LMP Peak,6/20/2023 0:00,6/21/2023 0:00,6/21/2023 0:00,26.25,26,26.13,-0.18,1600,2,4
Palo Verde Peak,6/21/2023 0:00,6/22/2023 0:00,6/22/2023 0:00,33,32,32.17,-3.33,2400,6,7
SP15 EZ Gen DA LMP Peak,6/21/2023 0:00,6/22/2023 0:00,6/22/2023 0:00,22,19,19.96,-2.91,10400,22,13
PJM WH Real Time Peak,6/21/2023 0:00,6/22/2023 0:00,6/22/2023 0:00,29.5,28.2,28.79,-0.14,21600,27,22
Nepool MH DA LMP Peak,6/21/2023 0:00,6/22/2023 0:00,6/22/2023 0:00,26.25,26.25,26.25,0.12,1600,2,4
Mid C Peak,6/21/2023 0:00,6/22/2023 0:00,6/22/2023 0:00,46,41.5,44.15,-3.35,25200,59,18
PJM WH Real Time Peak,6/22/2023 0:00,6/23/2023 0:00,6/23/2023 0:00,34.25,32.5,33.66,4.87,44800,55,24
SP15 EZ Gen DA LMP Peak,6/22/2023 0:00,6/23/2023 0:00,6/24/2023 0:00,17.5,17,17.08,-2.88,35200,36,15
Nepool MH DA LMP Peak,6/22/2023 0:00,6/23/2023 0:00,6/23/2023 0:00,48,44,45.97,19.72,21600,27,14
Palo Verde Peak,6/22/2023 0:00,6/23/2023 0:00,6/24/2023 0:00,28,27,27.25,-4.92,6400,7,9
Mid C Peak,6/22/2023 0:00,6/23/2023 0:00,6/24/2023 0:00,41,34,38.68,-5.47,44800,52,14
NP15 EZ Gen DA LMP Peak,6/22/2023 0:00,6/23/2023 0:00,6/24/2023 0:00,16.5,16.5,16.5,-15.63,800,1,2
Nepool MH DA LMP Peak,6/23/2023 0:00,6/26/2023 0:00,6/26/2023 0:00,58.5,57,57.63,11.66,8000,10,10
SP15 EZ Gen DA LMP Peak,6/23/2023 0:00,6/26/2023 0:00,6/26/2023 0:00,20.5,19,19.44,2.36,21200,31,13
PJM WH Real Time Peak,6/23/2023 0:00,6/26/2023 0:00,6/26/2023 0:00,39.85,38,39.05,5.39,23200,28,16
Mid C Peak,6/23/2023 0:00,6/26/2023 0:00,6/26/2023 0:00,49,40,43.67,4.99,20000,50,16
Palo Verde Peak,6/23/2023 0:00,6/26/2023 0:00,6/26/2023 0:00,40,33.5,34.74,7.49,6800,16,14
Palo Verde Peak,6/26/2023 0:00,6/27/2023 0:00,6/27/2023 0:00,40,38,39.61,4.87,10000,22,13
Nepool MH DA LMP Peak,6/26/2023 0:00,6/27/2023 0:00,6/27/2023 0:00,70,65,68.81,11.18,11200,14,12
SP15 EZ Gen DA LMP Peak,6/26/2023 0:00,6/27/2023 0:00,6/27/2023 0:00,28.25,24,25.49,6.05,13600,33,11
PJM WH Real Time Peak,6/26/2023 0:00,6/27/2023 0:00,6/27/2023 0:00,35.5,33,34.21,-4.84,20000,25,18
Mid C Peak,6/26/2023 0:00,6/27/2023 0:00,6/27/2023 0:00,50,41,45.99,2.32,22400,56,17
Nepool MH DA LMP Peak,6/27/2023 0:00,6/28/2023 0:00,6/28/2023 0:00,75,69.95,72.4,3.59,33600,40,20
Mid C Peak,6/27/2023 0:00,6/28/2023 0:00,6/28/2023 0:00,64.5,55,59.4,13.41,30400,75,18
PJM WH Real Time Peak,6/27/2023 0:00,6/28/2023 0:00,6/28/2023 0:00,36.5,35.4,35.67,1.46,29600,36,24
SP15 EZ Gen DA LMP Peak,6/27/2023 0:00,6/28/2023 0:00,6/28/2023 0:00,30,29.5,29.99,4.5,25600,49,18
Palo Verde Peak,6/27/2023 0:00,6/28/2023 0:00,6/28/2023 0:00,47,46,46.33,6.72,6400,15,12
Nepool MH DA LMP Peak,6/29/2023 0:00,6/30/2023 0:00,6/30/2023 0:00,49,45,45.53,-19.18,12800,16,11
Indiana Hub RT Peak,6/29/2023 0:00,6/30/2023 0:00,6/30/2023 0:00,55,55,55,-5,800,1,2
PJM WH Real Time Peak,6/29/2023 0:00,6/30/2023 0:00,6/30/2023 0:00,44,40.5,41.99,-1.11,26400,31,27
Mid C Peak,6/29/2023 0:00,7/1/2023 0:00,7/1/2023 0:00,80,73,76.01,12.01,34800,82,22
SP15 EZ Gen DA LMP Peak,6/29/2023 0:00,7/1/2023 0:00,7/1/2023 0:00,56,54,54.62,8.78,8400,19,13
Palo Verde Peak,6/29/2023 0:00,7/1/2023 0:00,7/1/2023 0:00,72,70,70.95,10.95,4000,10,13
Mid C Peak,6/30/2023 0:00,7/3/2023 0:00,7/3/2023 0:00,125.5,119,122.68,46.67,30800,77,21
SP15 EZ Gen DA LMP Peak,6/30/2023 0:00,7/3/2023 0:00,7/3/2023 0:00,72,66,69.34,14.72,23200,53,21
PJM WH Real Time Peak,6/30/2023 0:00,7/3/2023 0:00,7/3/2023 0:00,39.5,39,39.39,-2.6,15200,19,13
Nepool MH DA LMP Peak,6/30/2023 0:00,7/3/2023 0:00,7/3/2023 0:00,47,46,46.22,0.69,6400,8,9
Palo Verde Peak,6/30/2023 0:00,7/3/2023 0:00,7/3/2023 0:00,97.5,89,92.55,21.6,7600,18,14
PJM WH Real Time Peak,7/3/2023 0:00,7/5/2023 0:00,7/5/2023 0:00,47.5,46.5,46.94,7.55,14400,15,16
Palo Verde Peak,7/3/2023 0:00,7/5/2023 0:00,7/5/2023 0:00,65,63,64.01,-28.54,7200,18,15
Mid C Peak,7/3/2023 0:00,7/5/2023 0:00,7/5/2023 0:00,135,85,116.35,-6.33,33200,79,20
SP15 EZ Gen DA LMP Peak,7/3/2023 0:00,7/5/2023 0:00,7/5/2023 0:00,46,44,44.63,-24.71,19600,49,20
Nepool MH DA LMP Peak,7/5/2023 0:00,7/6/2023 0:00,7/6/2023 0:00,110,98.5,102.81,56.59,30400,38,20
PJM WH Real Time Peak,7/5/2023 0:00,7/6/2023 0:00,7/6/2023 0:00,49,45.65,47.55,0.61,29600,37,30
Mid C Peak,7/5/2023 0:00,7/6/2023 0:00,7/6/2023 0:00,103,88,93.71,-22.64,32400,81,22
Palo Verde Peak,7/5/2023 0:00,7/6/2023 0:00,7/6/2023 0:00,50,47.5,49.04,-14.97,4800,11,10
SP15 EZ Gen DA LMP Peak,7/5/2023 0:00,7/6/2023 0:00,7/6/2023 0:00,36,32.5,33.7,-10.93,9600,24,13
Mid C Peak,7/6/2023 0:00,7/7/2023 0:00,7/8/2023 0:00,67.5,60,62.76,-30.95,76800,88,19
SP15 EZ Gen DA LMP Peak,7/6/2023 0:00,7/7/2023 0:00,7/8/2023 0:00,24,21,23.15,-10.55,19200,23,12
Palo Verde Peak,7/6/2023 0:00,7/7/2023 0:00,7/8/2023 0:00,39.5,38,38.81,-10.23,3200,4,6
PJM WH Real Time Peak,7/6/2023 0:00,7/7/2023 0:00,7/7/2023 0:00,43.75,39.25,41.24,-6.31,61600,76,33
Nepool MH DA LMP Peak,7/6/2023 0:00,7/7/2023 0:00,7/7/2023 0:00,76.3,72,74.52,-28.29,14400,17,15
Indiana Hub RT Peak,7/6/2023 0:00,7/7/2023 0:00,7/7/2023 0:00,38.75,38.75,38.75,-16.25,1600,2,4
Palo Verde Peak,7/7/2023 0:00,7/10/2023 0:00,7/10/2023 0:00,52,51,51.19,12.38,3200,8,8
PJM WH Real Time Peak,7/7/2023 0:00,7/10/2023 0:00,7/10/2023 0:00,40,39,39.71,-1.53,14400,18,15
Mid C Peak,7/7/2023 0:00,7/10/2023 0:00,7/10/2023 0:00,55,51,52.57,-10.19,28400,69,22
SP15 EZ Gen DA LMP Peak,7/7/2023 0:00,7/10/2023 0:00,7/10/2023 0:00,34,32.5,33.49,10.34,29600,66,19
